customer_id,signup_date,region,plan,contract_type,monthly_fee_,tenure_months,payment_method,products_held,usage_gbmo,support_contacts_6m,complaints_raised,payment_failures_12m,nps_score_010,acquisition_channel,age_band,gender,paperless_billing,auto_renewal,churn_prob_score,churned_1yes,churn_date,churn_reason,high_risk_flag,revenue_per_product,tenure_band,predicted_churn_prob,predicted_churn
UK00495,2021-02-01 00:00:00.000000,London,Basic,Month-to-Month,9.99,17,PayPal,3,1.3,1,0,3,6,Phone,25-34,M,No,No,0.61,1,2025-12-24 00:00:00.000000,Price too high,0,3.33,13-24m,0.7538999,1
UK00496,2020-08-10 00:00:00.000000,West Midlands,Basic,1-Year,9.99,68,Credit Card,2,1.7,2,0,0,8,Phone,65+,F,Yes,No,0.18,0,,,0,4.995,37m+,0.23622312,0
UK00497,2021-01-31 00:00:00.000000,East of England,Premium,Month-to-Month,39.99,18,Credit Card,5,48.6,5,2,0,3,Phone,25-34,F,No,No,0.79,1,2025-01-16 00:00:00.000000,Competitor offer,1,7.998,13-24m,0.87500733,1
UK00498,2022-08-24 00:00:00.000000,South West,Basic,Month-to-Month,9.99,21,Credit Card,1,2.6,0,0,1,6,Online,45-54,F,No,No,0.51,1,2025-06-12 00:00:00.000000,Poor service quality,0,9.99,13-24m,0.7696424,1
UK00499,2022-11-10 00:00:00.000000,London,Standard,Month-to-Month,19.99,15,Direct Debit,1,7.0,2,0,0,9,Referral,55-64,F,Yes,No,0.25,0,,,0,19.99,13-24m,0.26476884,0
UK00500,2021-11-17 00:00:00.000000,London,Basic,2-Year,9.99,49,Direct Debit,2,4.0,1,0,0,3,Online,45-54,F,No,No,0.36,1,2024-04-13 00:00:00.000000,Competitor offer,0,4.995,37m+,0.66362876,1
UK00501,2024-07-21 00:00:00.000000,London,Basic,Month-to-Month,9.99,10,Bank Transfer,3,4.9,0,0,0,9,Online,25-34,F,Yes,No,0.39,1,2026-03-15 00:00:00.000000,Competitor offer,0,3.33,7-12m,0.8102531,1
UK00502,2022-07-18 00:00:00.000000,East of England,Standard,Month-to-Month,19.99,6,Direct Debit,3,15.2,0,0,0,2,Online,35-44,M,Yes,Yes,0.57,1,2026-01-31 00:00:00.000000,Price too high,0,6.663333333333333,0-6m,0.8405756,1
UK00503,2020-12-17 00:00:00.000000,London,Premium,1-Year,39.99,49,PayPal,1,52.5,0,0,0,9,Referral,45-54,F,Yes,No,0.02,0,,,0,39.99,37m+,0.045432296,0
UK00504,2020-07-11 00:00:00.000000,South East,Basic,Month-to-Month,9.99,56,Direct Debit,4,2.6,0,3,0,8,Partner,18-24,M,No,Yes,0.39,0,,,0,2.4975,37m+,0.11450996,0
UK00505,2023-01-20 00:00:00.000000,London,Standard,Month-to-Month,19.99,38,Credit Card,3,0.1,1,0,0,5,Referral,45-54,M,Yes,No,0.29,1,2024-09-17 00:00:00.000000,Poor service quality,0,6.663333333333333,37m+,0.49297336,0
UK00506,2023-02-24 00:00:00.000000,North East,Premium,Month-to-Month,39.99,17,Direct Debit,5,61.1,4,0,0,7,Referral,65+,M,Yes,Yes,0.33,0,,,0,7.998,13-24m,0.12602018,0
UK00507,2022-12-09 00:00:00.000000,London,Standard,Month-to-Month,19.99,14,Direct Debit,4,9.3,3,0,1,4,Partner,35-44,M,Yes,No,0.41,0,,,0,4.9975,13-24m,0.26140586,0
UK00508,2020-06-02 00:00:00.000000,South East,Basic,Month-to-Month,9.99,41,Direct Debit,2,1.8,2,0,0,8,Partner,25-34,M,Yes,No,0.33,1,2024-11-19 00:00:00.000000,No longer needed,0,4.995,37m+,0.47911346,0
UK00509,2021-12-25 00:00:00.000000,London,Enterprise,2-Year,79.99,28,PayPal,4,175.4,0,0,0,10,In-Store,35-44,M,No,Yes,0.02,0,,,0,19.9975,25-36m,0.00803589,0
UK00510,2022-03-30 00:00:00.000000,North East,Basic,2-Year,9.99,44,PayPal,2,3.6,1,0,0,5,Partner,35-44,F,No,Yes,0.14,0,,,0,4.995,37m+,0.1409446,0
UK00511,2024-02-03 00:00:00.000000,London,Premium,Month-to-Month,39.99,19,Direct Debit,3,25.4,0,2,2,10,In-Store,18-24,M,Yes,No,0.37,0,,,0,13.33,13-24m,0.118379876,0
UK00512,2021-05-20 00:00:00.000000,London,Standard,Month-to-Month,19.99,25,Bank Transfer,2,12.0,2,0,0,7,Phone,18-24,F,Yes,No,0.37,0,,,0,9.995,25-36m,0.3022673,0
UK00513,2020-12-17 00:00:00.000000,South West,Standard,1-Year,19.99,64,Credit Card,4,17.4,1,1,0,7,In-Store,25-34,F,No,No,0.12,0,,,0,4.9975,37m+,0.05995917,0
UK00514,2020-05-27 00:00:00.000000,West Midlands,Premium,1-Year,39.99,37,Direct Debit,1,41.7,5,1,0,10,In-Store,35-44,F,Yes,No,0.16,0,,,0,39.99,37m+,0.19158316,0
UK00515,2021-08-12 00:00:00.000000,West Midlands,Premium,Month-to-Month,39.99,54,Direct Debit,5,86.8,1,0,0,9,Referral,45-54,F,Yes,No,0.02,0,,,0,7.998,37m+,0.11004221,0
UK00516,2020-06-29 00:00:00.000000,South East,Standard,Month-to-Month,19.99,34,Credit Card,4,23.1,2,0,2,10,Online,35-44,F,No,No,0.31,1,2025-01-13 00:00:00.000000,Unknown,0,4.9975,25-36m,0.13431747,0
UK00517,2021-04-14 00:00:00.000000,Wales,Basic,1-Year,9.99,25,Direct Debit,1,0.3,3,0,0,6,Online,25-34,M,Yes,Yes,0.42,0,,,0,9.99,25-36m,0.40812477,0
UK00518,2021-03-03 00:00:00.000000,South West,Premium,2-Year,39.99,34,Credit Card,3,0.1,0,0,0,4,Phone,65+,M,No,Yes,0.02,0,,,0,13.33,25-36m,0.079559,0
UK00519,2021-01-15 00:00:00.000000,North West,Basic,Month-to-Month,9.99,46,Direct Debit,2,3.5,0,0,0,8,Online,65+,F,Yes,Yes,0.25,0,,,0,4.995,37m+,0.41053468,0
UK00520,2022-07-03 00:00:00.000000,London,Standard,Month-to-Month,19.99,37,Credit Card,1,1.7,1,0,1,4,Referral,35-44,F,Yes,Yes,0.41,0,,,0,19.99,37m+,0.29328376,0
UK00521,2020-10-16 00:00:00.000000,South East,Standard,2-Year,19.99,58,Bank Transfer,1,13.8,4,1,0,4,In-Store,45-54,F,Yes,No,0.18,0,,,0,19.99,37m+,0.06937504,0
UK00522,2023-12-26 00:00:00.000000,London,Basic,1-Year,9.99,3,Credit Card,2,2.4,3,0,0,9,Online,45-54,M,No,No,0.55,1,2026-01-04 00:00:00.000000,Poor service quality,0,4.995,0-6m,0.8588738,1
UK00523,2020-05-20 00:00:00.000000,South East,Standard,Month-to-Month,19.99,64,Direct Debit,2,8.9,0,0,1,10,Referral,25-34,F,No,No,0.15,0,,,0,9.995,37m+,0.18477777,0
UK00524,2022-08-11 00:00:00.000000,East of England,Standard,1-Year,19.99,41,Credit Card,4,0.1,0,0,2,8,Online,18-24,F,No,No,0.1,0,,,0,4.9975,37m+,0.11597028,0
UK00525,2020-06-10 00:00:00.000000,Scotland,Premium,Month-to-Month,39.99,68,Credit Card,2,45.5,3,0,0,0,Referral,25-34,M,Yes,No,0.49,1,2023-10-28 00:00:00.000000,Moved abroad,0,19.995,37m+,0.5784447,1
UK00526,2020-07-09 00:00:00.000000,Yorkshire,Premium,Month-to-Month,39.99,50,Direct Debit,2,60.7,0,0,0,4,Phone,45-54,M,No,Yes,0.15,0,,,0,19.995,37m+,0.10113421,0
UK00527,2020-05-03 00:00:00.000000,Yorkshire,Premium,Month-to-Month,39.99,36,Bank Transfer,2,49.2,2,0,0,3,Online,55-64,M,Yes,No,0.53,0,,,0,19.995,25-36m,0.12302188,0
UK00528,2020-06-11 00:00:00.000000,London,Basic,1-Year,9.99,54,Credit Card,3,3.0,1,0,0,5,Phone,35-44,F,Yes,No,0.2,0,,,0,3.33,37m+,0.071340084,0
UK00529,2020-05-14 00:00:00.000000,South East,Basic,Month-to-Month,9.99,2,Bank Transfer,4,4.1,0,0,1,10,Referral,25-34,F,Yes,Yes,0.58,0,,,0,2.4975,0-6m,0.22767997,0
UK00530,2020-09-22 00:00:00.000000,South East,Basic,Month-to-Month,9.99,49,PayPal,2,0.4,2,0,0,4,Referral,65+,M,No,Yes,0.45,0,,,0,4.995,37m+,0.2332465,0
UK00531,2020-08-26 00:00:00.000000,North West,Basic,2-Year,9.99,63,Direct Debit,4,4.7,0,0,0,6,Phone,25-34,M,No,Yes,0.04,0,,,0,2.4975,37m+,0.020102058,0
UK00532,2021-03-10 00:00:00.000000,North West,Premium,Month-to-Month,39.99,50,PayPal,2,59.3,3,1,0,3,Online,35-44,M,Yes,Yes,0.57,1,2024-02-27 00:00:00.000000,Poor service quality,1,19.995,37m+,0.79429716,1
UK00533,2022-11-24 00:00:00.000000,East Midlands,Standard,2-Year,19.99,26,PayPal,3,9.5,1,1,2,4,Phone,25-34,F,Yes,No,0.2,1,2025-12-11 00:00:00.000000,Competitor offer,0,6.663333333333333,25-36m,0.5961546,1
UK00534,2020-05-08 00:00:00.000000,London,Standard,Month-to-Month,19.99,71,Credit Card,2,10.7,1,0,0,7,Online,45-54,F,No,Yes,0.25,0,,,0,9.995,37m+,0.2970453,0
UK00535,2020-04-28 00:00:00.000000,East Midlands,Standard,1-Year,19.99,68,Direct Debit,1,12.4,2,0,2,7,Online,35-44,M,No,No,0.26,0,,,0,19.99,37m+,0.1431387,0
UK00536,2020-04-30 00:00:00.000000,South West,Basic,1-Year,9.99,35,Credit Card,2,3.5,1,0,0,4,In-Store,45-54,F,No,Yes,0.34,1,2023-09-28 00:00:00.000000,Price too high,0,4.995,25-36m,0.39261732,0
UK00537,2024-04-05 00:00:00.000000,North West,Standard,1-Year,19.99,2,Bank Transfer,1,6.9,0,0,0,7,Phone,35-44,M,Yes,Yes,0.39,0,,,0,19.99,0-6m,0.3541528,0
UK00538,2022-03-12 00:00:00.000000,Wales,Standard,1-Year,19.99,30,Direct Debit,2,1.4,2,0,1,4,Phone,65+,M,No,No,0.38,1,2023-10-19 00:00:00.000000,Moved abroad,0,9.995,25-36m,0.6091478,1
UK00539,2020-08-07 00:00:00.000000,South East,Standard,2-Year,19.99,67,PayPal,5,9.8,1,0,0,9,Phone,25-34,F,Yes,No,0.02,0,,,0,3.9979999999999998,37m+,0.016429665,0
UK00540,2021-10-15 00:00:00.000000,London,Premium,1-Year,39.99,49,Credit Card,5,35.2,3,0,2,10,Partner,35-44,M,No,No,0.06,0,,,0,7.998,37m+,0.08117509,0
UK00541,2022-03-26 00:00:00.000000,Yorkshire,Basic,2-Year,9.99,44,Credit Card,4,3.1,1,1,0,3,Phone,35-44,M,Yes,No,0.38,0,,,1,2.4975,37m+,0.14784786,0
UK00542,2020-10-21 00:00:00.000000,South East,Basic,Month-to-Month,9.99,59,Direct Debit,5,3.1,0,0,0,5,Online,25-34,M,No,Yes,0.31,0,,,0,1.998,37m+,0.0715235,0
UK00543,2022-09-06 00:00:00.000000,London,Premium,Month-to-Month,39.99,26,Credit Card,3,57.1,0,0,0,10,Partner,55-64,F,No,Yes,0.05,0,,,0,13.33,25-36m,0.08687933,0
UK00544,2021-12-23 00:00:00.000000,South East,Premium,1-Year,39.99,18,Direct Debit,2,15.3,1,0,0,4,Phone,35-44,M,No,Yes,0.12,0,,,0,19.995,13-24m,0.06986166,0
UK00545,2020-07-23 00:00:00.000000,South East,Standard,1-Year,19.99,46,PayPal,4,22.1,5,0,2,7,Phone,25-34,M,No,Yes,0.32,0,,,0,4.9975,37m+,0.31185225,0
UK00546,2023-03-20 00:00:00.000000,North East,Premium,2-Year,39.99,7,Direct Debit,4,51.3,2,0,1,6,Online,18-24,F,Yes,No,0.16,0,,,0,9.9975,7-12m,0.03880575,0
UK00547,2022-05-22 00:00:00.000000,Yorkshire,Premium,2-Year,39.99,43,Bank Transfer,5,48.5,2,1,0,3,Online,55-64,F,Yes,No,0.2,0,,,1,7.998,37m+,0.12010446,0
UK00548,2020-06-12 00:00:00.000000,Scotland,Premium,1-Year,39.99,63,Credit Card,1,57.1,0,0,0,4,Online,18-24,F,No,Yes,0.02,0,,,0,39.99,37m+,0.029964544,0
UK00549,2021-02-17 00:00:00.000000,Yorkshire,Basic,2-Year,9.99,24,Direct Debit,5,2.6,0,0,0,9,Online,55-64,F,Yes,Yes,0.02,0,,,0,1.998,13-24m,0.08512363,0
UK00550,2020-08-10 00:00:00.000000,West Midlands,Basic,Month-to-Month,9.99,64,Credit Card,4,2.4,2,0,0,5,Online,25-34,M,No,Yes,0.39,0,,,0,2.4975,37m+,0.05166414,0
UK00551,2025-02-09 00:00:00.000000,East Midlands,Premium,2-Year,39.99,6,PayPal,2,66.0,1,1,0,6,Online,55-64,F,Yes,Yes,0.2,0,,,0,19.995,0-6m,0.29912534,0
UK00552,2021-06-01 00:00:00.000000,West Midlands,Standard,1-Year,19.99,44,Credit Card,2,11.4,0,1,0,9,Referral,35-44,Prefer not to say,Yes,No,0.02,0,,,0,9.995,37m+,0.08516393,0
UK00553,2022-03-20 00:00:00.000000,Scotland,Standard,1-Year,19.99,45,Direct Debit,1,14.3,0,1,0,9,Referral,65+,F,Yes,Yes,0.02,0,,,0,19.99,37m+,0.054327935,0
UK00554,2021-05-12 00:00:00.000000,North East,Basic,2-Year,9.99,54,Direct Debit,3,3.4,0,1,0,2,Referral,65+,M,No,No,0.34,1,2025-05-13 00:00:00.000000,Competitor offer,1,3.33,37m+,0.6765474,1
UK00555,2021-04-01 00:00:00.000000,South East,Basic,1-Year,9.99,57,Credit Card,2,3.3,1,0,1,5,Online,25-34,M,No,Yes,0.32,0,,,0,4.995,37m+,0.24635154,0
UK00556,2020-08-17 00:00:00.000000,Scotland,Premium,1-Year,39.99,68,Direct Debit,5,47.6,3,0,0,9,Online,18-24,M,No,Yes,0.02,0,,,0,7.998,37m+,0.02395322,0
UK00557,2022-07-02 00:00:00.000000,Yorkshire,Basic,Month-to-Month,9.99,13,Direct Debit,5,2.3,1,0,1,5,Online,55-64,Prefer not to say,Yes,Yes,0.49,0,,,0,1.998,13-24m,0.2713153,0
UK00558,2020-05-24 00:00:00.000000,Yorkshire,Enterprise,1-Year,79.99,52,Credit Card,1,229.1,2,2,3,7,In-Store,25-34,F,Yes,Yes,0.4,1,2026-01-25 00:00:00.000000,Poor service quality,0,79.99,37m+,0.762077,1
UK00559,2022-08-24 00:00:00.000000,North East,Premium,Month-to-Month,39.99,8,Direct Debit,5,106.8,4,1,1,2,Phone,18-24,F,Yes,No,0.81,1,2025-08-22 00:00:00.000000,Price too high,1,7.998,7-12m,0.9372701,1
UK00560,2021-06-13 00:00:00.000000,East Midlands,Standard,1-Year,19.99,56,Credit Card,2,15.7,0,0,1,9,Phone,35-44,F,Yes,No,0.02,0,,,0,9.995,37m+,0.15340643,0
UK00561,2020-12-03 00:00:00.000000,West Midlands,Premium,1-Year,39.99,56,Bank Transfer,1,35.1,1,2,3,7,Online,18-24,M,No,Yes,0.42,0,,,0,39.99,37m+,0.2786668,0
UK00562,2025-04-21 00:00:00.000000,West Midlands,Basic,Month-to-Month,9.99,8,Credit Card,2,3.7,0,0,0,3,Online,45-54,F,Yes,Yes,0.79,1,2025-12-13 00:00:00.000000,Price too high,0,4.995,7-12m,0.83666015,1
UK00563,2023-05-07 00:00:00.000000,South West,Premium,Month-to-Month,39.99,29,Direct Debit,3,27.5,3,0,0,6,Online,55-64,F,No,No,0.29,1,2024-03-24 00:00:00.000000,Moved abroad,0,13.33,25-36m,0.29064363,0
UK00564,2020-05-18 00:00:00.000000,South East,Standard,Month-to-Month,19.99,71,Direct Debit,2,11.2,0,0,0,6,Online,35-44,M,No,No,0.21,0,,,0,9.995,37m+,0.1994724,0
UK00565,2021-03-02 00:00:00.000000,London,Enterprise,1-Year,79.99,50,Credit Card,4,80.3,1,0,0,9,Referral,65+,F,No,No,0.02,0,,,0,19.9975,37m+,0.0157955,0
UK00566,2022-07-29 00:00:00.000000,East of England,Standard,1-Year,19.99,44,Credit Card,4,5.8,3,2,1,8,Online,45-54,F,No,No,0.26,0,,,0,4.9975,37m+,0.1564157,0
UK00567,2021-09-17 00:00:00.000000,Yorkshire,Standard,2-Year,19.99,21,PayPal,2,14.4,0,0,1,7,Online,45-54,M,No,No,0.08,0,,,0,9.995,13-24m,0.17446113,0
UK00568,2020-07-03 00:00:00.000000,East Midlands,Basic,Month-to-Month,9.99,2,Direct Debit,3,2.8,3,1,0,7,In-Store,65+,F,Yes,No,0.84,1,2026-01-28 00:00:00.000000,Poor service quality,0,3.33,0-6m,0.88738364,1
UK00569,2023-12-28 00:00:00.000000,South East,Standard,Month-to-Month,19.99,9,Credit Card,3,17.5,0,0,0,5,Online,18-24,F,No,No,0.35,1,2025-10-21 00:00:00.000000,Price too high,0,6.663333333333333,7-12m,0.4892638,0
UK00570,2020-12-03 00:00:00.000000,South East,Premium,Month-to-Month,39.99,33,Credit Card,3,85.5,1,0,0,9,In-Store,35-44,M,No,No,0.09,0,,,0,13.33,25-36m,0.038991567,0
UK00571,2021-08-19 00:00:00.000000,London,Premium,2-Year,39.99,55,Bank Transfer,3,62.4,2,0,3,3,Phone,25-34,M,Yes,Yes,0.3,1,2022-11-23 00:00:00.000000,Moved abroad,0,13.33,37m+,0.4643813,0
UK00572,2020-06-01 00:00:00.000000,East of England,Standard,2-Year,19.99,66,Credit Card,2,8.5,1,0,0,8,Partner,18-24,M,Yes,No,0.02,0,,,0,9.995,37m+,0.112248756,0
UK00573,2021-09-03 00:00:00.000000,North East,Basic,1-Year,9.99,7,PayPal,5,2.7,1,0,1,8,Partner,25-34,M,Yes,Yes,0.34,0,,,0,1.998,7-12m,0.29284784,0
UK00574,2022-08-29 00:00:00.000000,North West,Enterprise,Month-to-Month,79.99,11,Credit Card,3,163.2,2,0,0,7,Referral,65+,F,Yes,No,0.31,0,,,0,26.66333333333333,7-12m,0.11042983,0
UK00575,2021-04-27 00:00:00.000000,East Midlands,Premium,Month-to-Month,39.99,37,PayPal,4,19.0,1,3,0,3,Online,25-34,M,No,Yes,0.55,1,2023-05-18 00:00:00.000000,Moved abroad,1,9.9975,37m+,0.67184323,1
UK00576,2023-06-08 00:00:00.000000,London,Basic,Month-to-Month,9.99,10,Credit Card,4,1.1,4,0,0,9,Online,35-44,F,No,Yes,0.55,0,,,0,2.4975,7-12m,0.29333255,0
UK00577,2022-05-05 00:00:00.000000,West Midlands,Basic,2-Year,9.99,46,PayPal,4,2.2,2,0,1,10,Partner,65+,M,Yes,No,0.06,0,,,0,2.4975,37m+,0.042371407,0
UK00578,2023-03-20 00:00:00.000000,South East,Standard,1-Year,19.99,23,PayPal,1,2.7,0,0,0,8,Phone,55-64,M,No,No,0.12,0,,,0,19.99,13-24m,0.16403742,0
UK00579,2021-07-26 00:00:00.000000,London,Basic,Month-to-Month,9.99,27,PayPal,5,2.6,1,0,0,5,Online,55-64,Prefer not to say,Yes,Yes,0.43,0,,,0,1.998,25-36m,0.17395446,0
UK00580,2020-04-25 00:00:00.000000,London,Basic,2-Year,9.99,66,Direct Debit,1,4.7,4,0,1,0,Referral,35-44,M,No,No,0.54,1,2025-06-18 00:00:00.000000,Competitor offer,0,9.99,37m+,0.9258104,1
UK00581,2024-10-25 00:00:00.000000,West Midlands,Enterprise,Month-to-Month,79.99,16,Credit Card,3,42.9,0,0,0,7,Referral,45-54,M,No,No,0.11,0,,,0,26.66333333333333,13-24m,0.1649261,0
UK00582,2022-02-03 00:00:00.000000,West Midlands,Premium,1-Year,39.99,10,Credit Card,1,0.1,1,2,1,6,Phone,55-64,F,Yes,Yes,0.6,1,2025-12-06 00:00:00.000000,Payment issues,0,39.99,7-12m,0.75409734,1
UK00583,2020-08-11 00:00:00.000000,London,Basic,Month-to-Month,9.99,61,Credit Card,4,5.8,0,0,1,9,Online,35-44,M,Yes,Yes,0.15,0,,,0,2.4975,37m+,0.18150665,0
UK00584,2023-01-12 00:00:00.000000,North West,Basic,1-Year,9.99,31,Direct Debit,2,2.1,3,1,1,7,Phone,45-54,F,No,Yes,0.56,1,2026-02-24 00:00:00.000000,Payment issues,0,4.995,25-36m,0.86150086,1
UK00585,2020-06-28 00:00:00.000000,North West,Premium,Month-to-Month,39.99,58,PayPal,1,32.0,0,2,0,8,In-Store,55-64,F,No,Yes,0.23,1,2022-12-18 00:00:00.000000,Competitor offer,0,39.99,37m+,0.5400232,1
UK00586,2021-10-09 00:00:00.000000,East of England,Premium,1-Year,39.99,8,Bank Transfer,3,63.5,1,1,0,6,Online,45-54,M,Yes,No,0.26,0,,,0,13.33,7-12m,0.13840184,0
UK00587,2020-06-11 00:00:00.000000,North East,Basic,Month-to-Month,9.99,69,Credit Card,5,3.3,2,0,0,8,Phone,55-64,F,Yes,Yes,0.27,0,,,0,1.998,37m+,0.17454928,0
UK00588,2022-08-18 00:00:00.000000,London,Standard,2-Year,19.99,21,Credit Card,2,11.6,0,0,0,6,Phone,65+,M,Yes,Yes,0.02,0,,,0,9.995,13-24m,0.12049636,0
UK00589,2021-10-28 00:00:00.000000,London,Premium,Month-to-Month,39.99,37,PayPal,2,28.6,0,1,1,5,Online,35-44,F,No,Yes,0.29,1,2024-01-14 00:00:00.000000,Price too high,0,19.995,37m+,0.4877291,0
UK00590,2022-02-24 00:00:00.000000,North West,Standard,2-Year,19.99,40,Direct Debit,1,16.2,1,0,0,7,Online,35-44,M,No,No,0.02,0,,,0,19.99,37m+,0.023804,0
UK00591,2020-06-13 00:00:00.000000,Yorkshire,Enterprise,Month-to-Month,79.99,32,Credit Card,4,44.7,4,1,0,10,Online,35-44,F,No,No,0.23,1,2025-05-13 00:00:00.000000,Unknown,0,19.9975,25-36m,0.6770132,1
UK00592,2020-08-21 00:00:00.000000,London,Basic,1-Year,9.99,63,Credit Card,4,3.6,2,0,1,2,In-Store,35-44,F,Yes,Yes,0.52,1,2024-03-21 00:00:00.000000,Competitor offer,0,2.4975,37m+,0.3745034,0
UK00593,2023-06-04 00:00:00.000000,South East,Premium,2-Year,39.99,27,PayPal,5,19.9,1,2,0,9,Partner,18-24,M,Yes,No,0.02,0,,,0,7.998,25-36m,0.025575314,0
UK00594,2024-10-24 00:00:00.000000,Yorkshire,Basic,Month-to-Month,9.99,16,Direct Debit,1,3.4,0,0,0,7,Online,55-64,M,Yes,No,0.45,1,2025-04-28 00:00:00.000000,No longer needed,0,9.99,13-24m,0.70278233,1
UK00595,2021-10-07 00:00:00.000000,South East,Premium,1-Year,39.99,42,Direct Debit,2,18.1,0,0,0,6,In-Store,25-34,M,Yes,Yes,0.02,0,,,0,19.995,37m+,0.04081887,0
UK00596,2021-08-06 00:00:00.000000,London,Premium,Month-to-Month,39.99,54,Credit Card,1,21.6,1,0,0,7,Online,35-44,M,No,Yes,0.19,0,,,0,39.99,37m+,0.113772765,0
UK00597,2021-06-12 00:00:00.000000,London,Basic,2-Year,9.99,37,Credit Card,5,4.8,2,0,1,9,Online,45-54,M,No,Yes,0.06,0,,,0,1.998,37m+,0.0698999,0
UK00598,2022-01-14 00:00:00.000000,East Midlands,Standard,Month-to-Month,19.99,50,Direct Debit,5,8.9,2,3,1,9,In-Store,25-34,F,Yes,Yes,0.37,0,,,0,3.9979999999999998,37m+,0.23292491,0
UK00599,2020-06-23 00:00:00.000000,London,Standard,2-Year,19.99,61,Credit Card,1,7.0,0,1,0,6,Online,55-64,F,No,No,0.02,0,,,0,19.99,37m+,0.10405316,0
UK00600,2023-01-22 00:00:00.000000,London,Standard,2-Year,19.99,28,Direct Debit,3,12.9,2,1,0,10,Online,25-34,F,No,Yes,0.02,0,,,0,6.663333333333333,25-36m,0.03229678,0
UK00601,2020-05-04 00:00:00.000000,North West,Standard,1-Year,19.99,45,Credit Card,5,2.2,3,2,0,4,Online,25-34,F,No,Yes,0.42,0,,,0,3.9979999999999998,37m+,0.05982467,0
UK00602,2023-02-24 00:00:00.000000,Yorkshire,Enterprise,1-Year,79.99,2,Credit Card,3,219.2,2,0,3,1,Online,45-54,M,No,No,0.69,1,2026-02-22 00:00:00.000000,No longer needed,0,26.66333333333333,0-6m,0.88101685,1
UK00603,2020-12-24 00:00:00.000000,Yorkshire,Standard,Month-to-Month,19.99,14,Credit Card,2,21.9,2,0,1,0,Phone,18-24,M,No,Yes,0.65,0,,,0,9.995,13-24m,0.26604995,0
UK00604,2022-03-05 00:00:00.000000,South East,Premium,2-Year,39.99,41,Direct Debit,5,66.2,2,0,0,4,Referral,45-54,M,Yes,No,0.02,0,,,0,7.998,37m+,0.01277942,0
UK00605,2020-10-17 00:00:00.000000,South East,Standard,1-Year,19.99,26,Direct Debit,1,0.8,1,0,0,6,In-Store,25-34,M,Yes,Yes,0.28,0,,,0,19.99,25-36m,0.08313247,0
UK00606,2022-01-14 00:00:00.000000,London,Standard,2-Year,19.99,22,PayPal,3,14.4,1,2,2,4,Phone,55-64,M,Yes,No,0.32,1,2025-03-22 00:00:00.000000,Price too high,0,6.663333333333333,13-24m,0.7055006,1
UK00607,2023-07-23 00:00:00.000000,South East,Basic,2-Year,9.99,29,Credit Card,2,2.8,0,0,0,5,Referral,35-44,F,Yes,Yes,0.18,0,,,0,4.995,25-36m,0.16324383,0
UK00608,2021-10-26 00:00:00.000000,London,Standard,2-Year,19.99,27,Credit Card,3,18.9,0,1,0,7,Referral,25-34,M,Yes,Yes,0.04,0,,,0,6.663333333333333,25-36m,0.032874428,0
UK00609,2020-04-28 00:00:00.000000,North West,Standard,1-Year,19.99,60,Credit Card,4,16.5,2,2,0,6,In-Store,35-44,F,Yes,No,0.28,0,,,0,4.9975,37m+,0.053289924,0
UK00610,2023-01-16 00:00:00.000000,London,Standard,Month-to-Month,19.99,3,Credit Card,5,15.5,1,0,0,8,Online,35-44,F,No,Yes,0.4,0,,,0,3.9979999999999998,0-6m,0.28485027,0
UK00611,2020-09-23 00:00:00.000000,East of England,Premium,Month-to-Month,39.99,65,Bank Transfer,3,0.1,4,0,0,7,Partner,25-34,Prefer not to say,Yes,Yes,0.35,0,,,0,13.33,37m+,0.17409459,0
UK00612,2021-02-20 00:00:00.000000,London,Premium,Month-to-Month,39.99,12,Credit Card,3,41.1,1,0,0,9,Online,25-34,M,Yes,No,0.09,0,,,0,13.33,7-12m,0.38474983,0
UK00613,2021-08-11 00:00:00.000000,West Midlands,Basic,Month-to-Month,9.99,48,Direct Debit,1,4.9,1,1,0,4,Referral,18-24,M,Yes,No,0.49,0,,,0,9.99,37m+,0.43782645,0
UK00614,2020-08-15 00:00:00.000000,South West,Premium,1-Year,39.99,55,PayPal,3,27.6,1,1,0,7,Online,25-34,M,Yes,No,0.06,0,,,0,13.33,37m+,0.08980051,0
UK00615,2023-01-03 00:00:00.000000,London,Standard,Month-to-Month,19.99,25,Credit Card,1,10.7,1,1,0,6,Partner,35-44,M,Yes,No,0.41,0,,,0,19.99,25-36m,0.15550919,0
UK00616,2020-05-05 00:00:00.000000,West Midlands,Standard,2-Year,19.99,52,Direct Debit,3,17.8,0,0,0,0,Partner,35-44,F,No,No,0.1,0,,,0,6.663333333333333,37m+,0.039692484,0
UK00617,2021-05-17 00:00:00.000000,East Midlands,Standard,1-Year,19.99,58,Credit Card,3,14.7,3,3,0,9,Phone,25-34,M,No,Yes,0.2,0,,,0,6.663333333333333,37m+,0.06570492,0
UK00618,2021-02-24 00:00:00.000000,North East,Standard,Month-to-Month,19.99,56,Direct Debit,1,17.7,3,0,0,5,Online,35-44,M,Yes,No,0.33,1,2023-08-17 00:00:00.000000,Poor service quality,0,19.99,37m+,0.44008425,0
UK00619,2021-02-14 00:00:00.000000,South East,Standard,1-Year,19.99,5,Direct Debit,1,9.0,1,0,0,6,In-Store,25-34,Prefer not to say,Yes,No,0.43,1,2026-01-16 00:00:00.000000,Poor service quality,0,19.99,0-6m,0.6640488,1
